Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005089.1	Chromosome			unplaced-scaffold	8469			contig5089
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005090.1	Chromosome			unplaced-scaffold	8468			contig5090
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005091.1	Chromosome			unplaced-scaffold	8468			contig5091
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005092.1	Chromosome			unplaced-scaffold	8467			contig5092
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005093.1	Chromosome			unplaced-scaffold	8465			contig5093
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005094.1	Chromosome			unplaced-scaffold	8465			contig5094
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005095.1	Chromosome			unplaced-scaffold	8465			contig5095
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005096.1	Chromosome			unplaced-scaffold	8464			contig5096
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005097.1	Chromosome			unplaced-scaffold	8464			contig5097
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005098.1	Chromosome			unplaced-scaffold	8463			contig5098
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005099.1	Chromosome			unplaced-scaffold	8461			contig5099
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005100.1	Chromosome			unplaced-scaffold	8461			contig5100
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005101.1	Chromosome			unplaced-scaffold	8461			contig5101
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005102.1	Chromosome			unplaced-scaffold	8460			contig5102
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005103.1	Chromosome			unplaced-scaffold	8459			contig5103
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005104.1	Chromosome			unplaced-scaffold	8456			contig5104
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005105.1	Chromosome			unplaced-scaffold	8452			contig5105
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005106.1	Chromosome			unplaced-scaffold	8452			contig5106
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005107.1	Chromosome			unplaced-scaffold	8451			contig5107
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005108.1	Chromosome			unplaced-scaffold	8450			contig5108
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005109.1	Chromosome			unplaced-scaffold	8449			contig5109
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005110.1	Chromosome			unplaced-scaffold	8447			contig5110
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005111.1	Chromosome			unplaced-scaffold	8446			contig5111
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005112.1	Chromosome			unplaced-scaffold	8446			contig5112
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005113.1	Chromosome			unplaced-scaffold	8446			contig5113
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005114.1	Chromosome			unplaced-scaffold	8445			contig5114
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005115.1	Chromosome			unplaced-scaffold	8444			contig5115
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005116.1	Chromosome			unplaced-scaffold	8442			contig5116
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005117.1	Chromosome			unplaced-scaffold	8441			contig5117
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005118.1	Chromosome			unplaced-scaffold	8441			contig5118
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005119.1	Chromosome			unplaced-scaffold	8439			contig5119
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005120.1	Chromosome			unplaced-scaffold	8439			contig5120
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005121.1	Chromosome			unplaced-scaffold	8436			contig5121
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005122.1	Chromosome			unplaced-scaffold	8435			contig5122
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005123.1	Chromosome			unplaced-scaffold	8435			contig5123
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005124.1	Chromosome			unplaced-scaffold	8435			contig5124
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005125.1	Chromosome			unplaced-scaffold	8434			contig5125
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005126.1	Chromosome			unplaced-scaffold	8433			contig5126
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005127.1	Chromosome			unplaced-scaffold	8433			contig5127
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005128.1	Chromosome			unplaced-scaffold	8432			contig5128
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005129.1	Chromosome			unplaced-scaffold	8432			contig5129
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005130.1	Chromosome			unplaced-scaffold	8432			contig5130
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005131.1	Chromosome			unplaced-scaffold	8432			contig5131
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005132.1	Chromosome			unplaced-scaffold	8431			contig5132
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005133.1	Chromosome			unplaced-scaffold	8430			contig5133
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005134.1	Chromosome			unplaced-scaffold	8429			contig5134
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005135.1	Chromosome			unplaced-scaffold	8428			contig5135
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005136.1	Chromosome			unplaced-scaffold	8427			contig5136
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005137.1	Chromosome			unplaced-scaffold	8426			contig5137
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005138.1	Chromosome			unplaced-scaffold	8425			contig5138
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005139.1	Chromosome			unplaced-scaffold	8424			contig5139
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005140.1	Chromosome			unplaced-scaffold	8423			contig5140
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005141.1	Chromosome			unplaced-scaffold	8423			contig5141
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005142.1	Chromosome			unplaced-scaffold	8422			contig5142
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005143.1	Chromosome			unplaced-scaffold	8421			contig5143
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005144.1	Chromosome			unplaced-scaffold	8421			contig5144
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005145.1	Chromosome			unplaced-scaffold	8421			contig5145
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005146.1	Chromosome			unplaced-scaffold	8417			contig5146
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005147.1	Chromosome			unplaced-scaffold	8417			contig5147
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005148.1	Chromosome			unplaced-scaffold	8417			contig5148
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005149.1	Chromosome			unplaced-scaffold	8417			contig5149
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005150.1	Chromosome			unplaced-scaffold	8415			contig5150
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005151.1	Chromosome			unplaced-scaffold	8414			contig5151
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005152.1	Chromosome			unplaced-scaffold	8413			contig5152
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005153.1	Chromosome			unplaced-scaffold	8413			contig5153
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005154.1	Chromosome			unplaced-scaffold	8413			contig5154
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005155.1	Chromosome			unplaced-scaffold	8412			contig5155
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005156.1	Chromosome			unplaced-scaffold	8412			contig5156
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005157.1	Chromosome			unplaced-scaffold	8412			contig5157
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005158.1	Chromosome			unplaced-scaffold	8412			contig5158
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005159.1	Chromosome			unplaced-scaffold	8411			contig5159
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005160.1	Chromosome			unplaced-scaffold	8411			contig5160
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005161.1	Chromosome			unplaced-scaffold	8410			contig5161
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005162.1	Chromosome			unplaced-scaffold	8410			contig5162
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005163.1	Chromosome			unplaced-scaffold	8409			contig5163
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005164.1	Chromosome			unplaced-scaffold	8407			contig5164
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005165.1	Chromosome			unplaced-scaffold	8407			contig5165
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005166.1	Chromosome			unplaced-scaffold	8406			contig5166
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005167.1	Chromosome			unplaced-scaffold	8404			contig5167
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005168.1	Chromosome			unplaced-scaffold	8403			contig5168
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005169.1	Chromosome			unplaced-scaffold	8403			contig5169
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005170.1	Chromosome			unplaced-scaffold	8402			contig5170
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005171.1	Chromosome			unplaced-scaffold	8402			contig5171
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005172.1	Chromosome			unplaced-scaffold	8401			contig5172
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005173.1	Chromosome			unplaced-scaffold	8399			contig5173
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005174.1	Chromosome			unplaced-scaffold	8399			contig5174
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005175.1	Chromosome			unplaced-scaffold	8399			contig5175
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005176.1	Chromosome			unplaced-scaffold	8398			contig5176
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005177.1	Chromosome			unplaced-scaffold	8397			contig5177
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005178.1	Chromosome			unplaced-scaffold	8397			contig5178
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005179.1	Chromosome			unplaced-scaffold	8396			contig5179
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005180.1	Chromosome			unplaced-scaffold	8394			contig5180
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005181.1	Chromosome			unplaced-scaffold	8394			contig5181
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005182.1	Chromosome			unplaced-scaffold	8393			contig5182
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005183.1	Chromosome			unplaced-scaffold	8393			contig5183
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005184.1	Chromosome			unplaced-scaffold	8391			contig5184
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005185.1	Chromosome			unplaced-scaffold	8390			contig5185
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005186.1	Chromosome			unplaced-scaffold	8390			contig5186
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005187.1	Chromosome			unplaced-scaffold	8389			contig5187
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005188.1	Chromosome			unplaced-scaffold	8389			contig5188
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005189.1	Chromosome			unplaced-scaffold	8389			contig5189
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005190.1	Chromosome			unplaced-scaffold	8389			contig5190
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005191.1	Chromosome			unplaced-scaffold	8388			contig5191
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005192.1	Chromosome			unplaced-scaffold	8388			contig5192
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005193.1	Chromosome			unplaced-scaffold	8387			contig5193
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005194.1	Chromosome			unplaced-scaffold	8387			contig5194
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005195.1	Chromosome			unplaced-scaffold	8386			contig5195
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005196.1	Chromosome			unplaced-scaffold	8385			contig5196
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005197.1	Chromosome			unplaced-scaffold	8382			contig5197
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005198.1	Chromosome			unplaced-scaffold	8381			contig5198
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005199.1	Chromosome			unplaced-scaffold	8380			contig5199
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005200.1	Chromosome			unplaced-scaffold	8380			contig5200
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005201.1	Chromosome			unplaced-scaffold	8380			contig5201
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005202.1	Chromosome			unplaced-scaffold	8379			contig5202
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005203.1	Chromosome			unplaced-scaffold	8378			contig5203
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005204.1	Chromosome			unplaced-scaffold	8376			contig5204
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005205.1	Chromosome			unplaced-scaffold	8374			contig5205
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005206.1	Chromosome			unplaced-scaffold	8374			contig5206
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005207.1	Chromosome			unplaced-scaffold	8374			contig5207
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005208.1	Chromosome			unplaced-scaffold	8372			contig5208
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005209.1	Chromosome			unplaced-scaffold	8371			contig5209
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005210.1	Chromosome			unplaced-scaffold	8371			contig5210
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005211.1	Chromosome			unplaced-scaffold	8369			contig5211
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005212.1	Chromosome			unplaced-scaffold	8369			contig5212
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005213.1	Chromosome			unplaced-scaffold	8368			contig5213
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005214.1	Chromosome			unplaced-scaffold	8368			contig5214
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005215.1	Chromosome			unplaced-scaffold	8368			contig5215
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005216.1	Chromosome			unplaced-scaffold	8366			contig5216
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005217.1	Chromosome			unplaced-scaffold	8364			contig5217
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005218.1	Chromosome			unplaced-scaffold	8364			contig5218
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005219.1	Chromosome			unplaced-scaffold	8364			contig5219
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005220.1	Chromosome			unplaced-scaffold	8364			contig5220
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005221.1	Chromosome			unplaced-scaffold	8364			contig5221
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005222.1	Chromosome			unplaced-scaffold	8363			contig5222
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005223.1	Chromosome			unplaced-scaffold	8362			contig5223
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005224.1	Chromosome			unplaced-scaffold	8360			contig5224
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005225.1	Chromosome			unplaced-scaffold	8359			contig5225
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005226.1	Chromosome			unplaced-scaffold	8358			contig5226
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005227.1	Chromosome			unplaced-scaffold	8357			contig5227
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005228.1	Chromosome			unplaced-scaffold	8356			contig5228
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005229.1	Chromosome			unplaced-scaffold	8355			contig5229
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005230.1	Chromosome			unplaced-scaffold	8355			contig5230
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005231.1	Chromosome			unplaced-scaffold	8355			contig5231
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005232.1	Chromosome			unplaced-scaffold	8354			contig5232
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005233.1	Chromosome			unplaced-scaffold	8353			contig5233
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005234.1	Chromosome			unplaced-scaffold	8353			contig5234
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005235.1	Chromosome			unplaced-scaffold	8353			contig5235
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005236.1	Chromosome			unplaced-scaffold	8353			contig5236
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005237.1	Chromosome			unplaced-scaffold	8352			contig5237
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005238.1	Chromosome			unplaced-scaffold	8352			contig5238
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005239.1	Chromosome			unplaced-scaffold	8350			contig5239
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005240.1	Chromosome			unplaced-scaffold	8349			contig5240
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005241.1	Chromosome			unplaced-scaffold	8349			contig5241
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005242.1	Chromosome			unplaced-scaffold	8349			contig5242
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005243.1	Chromosome			unplaced-scaffold	8348			contig5243
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005244.1	Chromosome			unplaced-scaffold	8344			contig5244
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005245.1	Chromosome			unplaced-scaffold	8343			contig5245
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005246.1	Chromosome			unplaced-scaffold	8342			contig5246
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005247.1	Chromosome			unplaced-scaffold	8341			contig5247
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005248.1	Chromosome			unplaced-scaffold	8340			contig5248
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005249.1	Chromosome			unplaced-scaffold	8340			contig5249
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005250.1	Chromosome			unplaced-scaffold	8340			contig5250
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005251.1	Chromosome			unplaced-scaffold	8339			contig5251
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005252.1	Chromosome			unplaced-scaffold	8338			contig5252
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005253.1	Chromosome			unplaced-scaffold	8338			contig5253
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005254.1	Chromosome			unplaced-scaffold	8337			contig5254
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005255.1	Chromosome			unplaced-scaffold	8336			contig5255
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005256.1	Chromosome			unplaced-scaffold	8336			contig5256
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005257.1	Chromosome			unplaced-scaffold	8334			contig5257
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005258.1	Chromosome			unplaced-scaffold	8333			contig5258
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005259.1	Chromosome			unplaced-scaffold	8333			contig5259
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005260.1	Chromosome			unplaced-scaffold	8333			contig5260
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005261.1	Chromosome			unplaced-scaffold	8333			contig5261
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005262.1	Chromosome			unplaced-scaffold	8331			contig5262
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005263.1	Chromosome			unplaced-scaffold	8331			contig5263
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005264.1	Chromosome			unplaced-scaffold	8331			contig5264
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005265.1	Chromosome			unplaced-scaffold	8330			contig5265
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005266.1	Chromosome			unplaced-scaffold	8330			contig5266
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005267.1	Chromosome			unplaced-scaffold	8330			contig5267
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005268.1	Chromosome			unplaced-scaffold	8327			contig5268
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005269.1	Chromosome			unplaced-scaffold	8326			contig5269
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005270.1	Chromosome			unplaced-scaffold	8326			contig5270
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005271.1	Chromosome			unplaced-scaffold	8325			contig5271
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005272.1	Chromosome			unplaced-scaffold	8324			contig5272
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005273.1	Chromosome			unplaced-scaffold	8322			contig5273
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005274.1	Chromosome			unplaced-scaffold	8321			contig5274
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005275.1	Chromosome			unplaced-scaffold	8320			contig5275
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005276.1	Chromosome			unplaced-scaffold	8320			contig5276
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005277.1	Chromosome			unplaced-scaffold	8320			contig5277
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005278.1	Chromosome			unplaced-scaffold	8319			contig5278
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005279.1	Chromosome			unplaced-scaffold	8318			contig5279
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005280.1	Chromosome			unplaced-scaffold	8316			contig5280
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005281.1	Chromosome			unplaced-scaffold	8316			contig5281
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005282.1	Chromosome			unplaced-scaffold	8315			contig5282
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005283.1	Chromosome			unplaced-scaffold	8313			contig5283
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005284.1	Chromosome			unplaced-scaffold	8313			contig5284
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005285.1	Chromosome			unplaced-scaffold	8312			contig5285
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005286.1	Chromosome			unplaced-scaffold	8312			contig5286
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005287.1	Chromosome			unplaced-scaffold	8312			contig5287
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005288.1	Chromosome			unplaced-scaffold	8311			contig5288
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005289.1	Chromosome			unplaced-scaffold	8310			contig5289
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005290.1	Chromosome			unplaced-scaffold	8309			contig5290
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005291.1	Chromosome			unplaced-scaffold	8308			contig5291
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005292.1	Chromosome			unplaced-scaffold	8307			contig5292
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005293.1	Chromosome			unplaced-scaffold	8307			contig5293
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005294.1	Chromosome			unplaced-scaffold	8307			contig5294
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005295.1	Chromosome			unplaced-scaffold	8304			contig5295
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005296.1	Chromosome			unplaced-scaffold	8301			contig5296
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005297.1	Chromosome			unplaced-scaffold	8300			contig5297
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005298.1	Chromosome			unplaced-scaffold	8299			contig5298
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005299.1	Chromosome			unplaced-scaffold	8299			contig5299
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005300.1	Chromosome			unplaced-scaffold	8298			contig5300
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005301.1	Chromosome			unplaced-scaffold	8297			contig5301
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005302.1	Chromosome			unplaced-scaffold	8297			contig5302
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005303.1	Chromosome			unplaced-scaffold	8295			contig5303
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005304.1	Chromosome			unplaced-scaffold	8295			contig5304
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005305.1	Chromosome			unplaced-scaffold	8294			contig5305
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005306.1	Chromosome			unplaced-scaffold	8293			contig5306
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005307.1	Chromosome			unplaced-scaffold	8293			contig5307
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005308.1	Chromosome			unplaced-scaffold	8292			contig5308
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005309.1	Chromosome			unplaced-scaffold	8291			contig5309
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005310.1	Chromosome			unplaced-scaffold	8291			contig5310
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005311.1	Chromosome			unplaced-scaffold	8291			contig5311
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005312.1	Chromosome			unplaced-scaffold	8291			contig5312
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005313.1	Chromosome			unplaced-scaffold	8290			contig5313
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005314.1	Chromosome			unplaced-scaffold	8290			contig5314
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005315.1	Chromosome			unplaced-scaffold	8289			contig5315
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005316.1	Chromosome			unplaced-scaffold	8289			contig5316
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005317.1	Chromosome			unplaced-scaffold	8289			contig5317
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005318.1	Chromosome			unplaced-scaffold	8286			contig5318
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005319.1	Chromosome			unplaced-scaffold	8283			contig5319
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005320.1	Chromosome			unplaced-scaffold	8282			contig5320
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005321.1	Chromosome			unplaced-scaffold	8282			contig5321
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005322.1	Chromosome			unplaced-scaffold	8282			contig5322
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005323.1	Chromosome			unplaced-scaffold	8281			contig5323
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005324.1	Chromosome			unplaced-scaffold	8281			contig5324
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005325.1	Chromosome			unplaced-scaffold	8279			contig5325
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005326.1	Chromosome			unplaced-scaffold	8274			contig5326
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005327.1	Chromosome			unplaced-scaffold	8274			contig5327
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005328.1	Chromosome			unplaced-scaffold	8274			contig5328
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005329.1	Chromosome			unplaced-scaffold	8273			contig5329
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005330.1	Chromosome			unplaced-scaffold	8273			contig5330
GCA_903798175.1	Primary Assembly	Un			CAIGQY010005331.1	Chromosome			unplaced-scaffold	8273			contig5331
