piRNA_Name,Transposable_Element,Start_Position,Mapping_Quality,Match_Count,Insertion_Count,Deletion_Count,Alignment_Identity,Orientation
Drer_192038,Zebrafish_EnSpm-N49_DR#DNA/CACTA,883,37,28,0,0,1.0,Reverse
Drer_566908,Zebrafish_EnSpm-N49_DR#DNA/CACTA,883,37,27,0,0,1.0,Reverse
Drer_1245050,Zebrafish_EnSpm-N49_DR#DNA/CACTA,883,37,29,0,0,1.0,Reverse
Drer_1389748,Zebrafish_EnSpm-N49_DR#DNA/CACTA,884,37,23,0,0,1.0,Forward
Drer_1389749,Zebrafish_EnSpm-N49_DR#DNA/CACTA,884,37,26,0,0,1.0,Forward
Drer_1389750,Zebrafish_EnSpm-N49_DR#DNA/CACTA,884,37,27,0,0,1.0,Forward
Drer_1389751,Zebrafish_EnSpm-N49_DR#DNA/CACTA,884,37,28,0,0,1.0,Forward
Drer_1389752,Zebrafish_EnSpm-N49_DR#DNA/CACTA,884,37,29,0,0,1.0,Forward
Drer_686903,Zebrafish_EnSpm-N49_DR#DNA/CACTA,885,37,25,0,0,1.0,Forward
Drer_686904,Zebrafish_EnSpm-N49_DR#DNA/CACTA,885,37,28,0,0,1.0,Forward
Drer_192037,Zebrafish_EnSpm-N49_DR#DNA/CACTA,886,37,25,0,0,1.0,Reverse
Drer_719882,Zebrafish_EnSpm-N49_DR#DNA/CACTA,892,37,27,0,0,1.0,Reverse
Drer_1137259,Zebrafish_EnSpm-N49_DR#DNA/CACTA,892,37,30,0,0,1.0,Reverse
Drer_1526424,Zebrafish_EnSpm-N49_DR#DNA/CACTA,892,37,31,0,0,1.0,Reverse
Drer_1526423,Zebrafish_EnSpm-N49_DR#DNA/CACTA,895,37,28,0,0,1.0,Reverse
Drer_1328890,Zebrafish_EnSpm-N49_DR#DNA/CACTA,896,37,29,0,0,1.0,Reverse
Drer_510329,Zebrafish_EnSpm-N49_DR#DNA/CACTA,897,37,27,0,0,1.0,Reverse
Drer_1526422,Zebrafish_EnSpm-N49_DR#DNA/CACTA,897,37,26,0,0,1.0,Reverse
Drer_1419670,Zebrafish_EnSpm-N49_DR#DNA/CACTA,898,37,16,0,0,1.0,Forward
Drer_1137258,Zebrafish_EnSpm-N49_DR#DNA/CACTA,898,37,24,0,0,1.0,Reverse
Drer_1328889,Zebrafish_EnSpm-N49_DR#DNA/CACTA,898,37,27,0,0,1.0,Reverse
Drer_1328888,Zebrafish_EnSpm-N49_DR#DNA/CACTA,900,37,25,0,0,1.0,Reverse
Drer_510328,Zebrafish_EnSpm-N49_DR#DNA/CACTA,902,37,22,0,0,1.0,Reverse
Drer_1328887,Zebrafish_EnSpm-N49_DR#DNA/CACTA,902,37,23,0,0,1.0,Reverse
Drer_1526421,Zebrafish_EnSpm-N49_DR#DNA/CACTA,902,37,21,0,0,1.0,Reverse
Drer_510327,Zebrafish_EnSpm-N49_DR#DNA/CACTA,903,37,21,0,0,1.0,Reverse
Drer_1526420,Zebrafish_EnSpm-N49_DR#DNA/CACTA,903,37,20,0,0,1.0,Reverse
Drer_1328886,Zebrafish_EnSpm-N49_DR#DNA/CACTA,907,37,18,0,0,1.0,Reverse
Drer_578598,Zebrafish_EnSpm-N49_DR#DNA/CACTA,909,37,26,0,0,1.0,Reverse
Drer_1389925,Zebrafish_EnSpm-N49_DR#DNA/CACTA,909,37,29,0,0,1.0,Reverse
Drer_1569002,Zebrafish_EnSpm-N49_DR#DNA/CACTA,909,37,30,0,0,1.0,Reverse
Drer_687195,Zebrafish_EnSpm-N49_DR#DNA/CACTA,910,37,27,0,0,1.0,Reverse
Drer_1389924,Zebrafish_EnSpm-N49_DR#DNA/CACTA,910,37,28,0,0,1.0,Reverse
Drer_532597,Zebrafish_EnSpm-N49_DR#DNA/CACTA,912,37,29,0,0,1.0,Reverse
Drer_687194,Zebrafish_EnSpm-N49_DR#DNA/CACTA,912,37,25,0,0,1.0,Reverse
Drer_1389923,Zebrafish_EnSpm-N49_DR#DNA/CACTA,912,37,26,0,0,1.0,Reverse
Drer_1569001,Zebrafish_EnSpm-N49_DR#DNA/CACTA,912,37,27,0,0,1.0,Reverse
Drer_1598191,Zebrafish_EnSpm-N49_DR#DNA/CACTA,912,37,28,0,0,1.0,Reverse
Drer_1359996,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,22,0,0,1.0,Forward
Drer_1359997,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,24,0,0,1.0,Forward
Drer_1359998,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,25,0,0,1.0,Forward
Drer_1359999,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,26,0,0,1.0,Forward
Drer_1360000,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,27,0,0,1.0,Forward
Drer_1360001,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,28,0,0,1.0,Forward
Drer_1360002,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,31,0,0,1.0,Forward
Drer_532583,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,28,0,0,1.0,Reverse
Drer_532596,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,28,0,0,1.0,Reverse
Drer_687193,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,24,0,0,1.0,Reverse
Drer_807615,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,31,0,0,1.0,Reverse
Drer_1389904,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,25,0,0,1.0,Reverse
Drer_1389922,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,25,0,0,1.0,Reverse
Drer_1569000,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,26,0,0,1.0,Reverse
Drer_1598176,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,27,0,0,1.0,Reverse
Drer_1598190,Zebrafish_EnSpm-N49_DR#DNA/CACTA,913,37,27,0,0,1.0,Reverse
Drer_603773,Zebrafish_EnSpm-N49_DR#DNA/CACTA,914,37,26,0,0,1.0,Forward
Drer_603774,Zebrafish_EnSpm-N49_DR#DNA/CACTA,914,37,27,0,0,1.0,Forward
Drer_603775,Zebrafish_EnSpm-N49_DR#DNA/CACTA,914,37,30,0,0,1.0,Forward
Drer_532595,Zebrafish_EnSpm-N49_DR#DNA/CACTA,914,37,27,0,0,1.0,Reverse
Drer_687175,Zebrafish_EnSpm-N49_DR#DNA/CACTA,914,37,23,0,0,1.0,Reverse
Drer_687192,Zebrafish_EnSpm-N49_DR#DNA/CACTA,914,37,23,0,0,1.0,Reverse
Drer_1389921,Zebrafish_EnSpm-N49_DR#DNA/CACTA,914,37,24,0,0,1.0,Reverse
Drer_1568999,Zebrafish_EnSpm-N49_DR#DNA/CACTA,914,37,25,0,0,1.0,Reverse
Drer_1598175,Zebrafish_EnSpm-N49_DR#DNA/CACTA,914,37,26,0,0,1.0,Reverse
Drer_1598189,Zebrafish_EnSpm-N49_DR#DNA/CACTA,914,37,26,0,0,1.0,Reverse
Drer_1808961,Zebrafish_EnSpm-N49_DR#DNA/CACTA,915,37,25,0,0,1.0,Forward
Drer_1808962,Zebrafish_EnSpm-N49_DR#DNA/CACTA,915,37,27,0,0,1.0,Forward
Drer_1808963,Zebrafish_EnSpm-N49_DR#DNA/CACTA,915,37,29,0,0,1.0,Forward
Drer_532594,Zebrafish_EnSpm-N49_DR#DNA/CACTA,915,37,26,0,0,1.0,Reverse
Drer_687191,Zebrafish_EnSpm-N49_DR#DNA/CACTA,915,37,22,0,0,1.0,Reverse
Drer_807600,Zebrafish_EnSpm-N49_DR#DNA/CACTA,915,37,29,0,0,1.0,Reverse
Drer_807614,Zebrafish_EnSpm-N49_DR#DNA/CACTA,915,37,29,0,0,1.0,Reverse
Drer_1389920,Zebrafish_EnSpm-N49_DR#DNA/CACTA,915,37,23,0,0,1.0,Reverse
Drer_1425791,Zebrafish_EnSpm-N49_DR#DNA/CACTA,915,37,30,0,0,1.0,Reverse
Drer_1568998,Zebrafish_EnSpm-N49_DR#DNA/CACTA,915,37,24,0,0,1.0,Reverse
Drer_1598174,Zebrafish_EnSpm-N49_DR#DNA/CACTA,915,37,25,0,0,1.0,Reverse
Drer_1598188,Zebrafish_EnSpm-N49_DR#DNA/CACTA,915,37,25,0,0,1.0,Reverse
Drer_1731081,Zebrafish_EnSpm-N49_DR#DNA/CACTA,915,37,19,0,0,1.0,Reverse
Drer_807613,Zebrafish_EnSpm-N49_DR#DNA/CACTA,916,37,28,0,0,1.0,Reverse
Drer_1389919,Zebrafish_EnSpm-N49_DR#DNA/CACTA,916,37,22,0,0,1.0,Reverse
Drer_1425790,Zebrafish_EnSpm-N49_DR#DNA/CACTA,916,37,29,0,0,1.0,Reverse
Drer_1568997,Zebrafish_EnSpm-N49_DR#DNA/CACTA,916,37,23,0,0,1.0,Reverse
Drer_1598187,Zebrafish_EnSpm-N49_DR#DNA/CACTA,916,37,24,0,0,1.0,Reverse
Drer_532593,Zebrafish_EnSpm-N49_DR#DNA/CACTA,917,37,24,0,0,1.0,Reverse
Drer_687190,Zebrafish_EnSpm-N49_DR#DNA/CACTA,917,37,20,0,0,1.0,Reverse
Drer_807607,Zebrafish_EnSpm-N49_DR#DNA/CACTA,917,37,27,0,0,1.0,Reverse
Drer_807612,Zebrafish_EnSpm-N49_DR#DNA/CACTA,917,37,27,0,0,1.0,Reverse
Drer_1389909,Zebrafish_EnSpm-N49_DR#DNA/CACTA,917,37,21,0,0,1.0,Reverse
Drer_1389918,Zebrafish_EnSpm-N49_DR#DNA/CACTA,917,37,21,0,0,1.0,Reverse
Drer_1425784,Zebrafish_EnSpm-N49_DR#DNA/CACTA,917,37,28,0,0,1.0,Reverse
Drer_1425789,Zebrafish_EnSpm-N49_DR#DNA/CACTA,917,37,28,0,0,1.0,Reverse
Drer_1568989,Zebrafish_EnSpm-N49_DR#DNA/CACTA,917,37,22,0,0,1.0,Reverse
Drer_1568996,Zebrafish_EnSpm-N49_DR#DNA/CACTA,917,37,22,0,0,1.0,Reverse
Drer_1575453,Zebrafish_EnSpm-N49_DR#DNA/CACTA,917,37,29,0,0,1.0,Reverse
Drer_1575459,Zebrafish_EnSpm-N49_DR#DNA/CACTA,917,37,29,0,0,1.0,Reverse
Drer_1598180,Zebrafish_EnSpm-N49_DR#DNA/CACTA,917,37,23,0,0,1.0,Reverse
Drer_1598186,Zebrafish_EnSpm-N49_DR#DNA/CACTA,917,37,23,0,0,1.0,Reverse
Drer_532592,Zebrafish_EnSpm-N49_DR#DNA/CACTA,918,37,23,0,0,1.0,Reverse
Drer_687183,Zebrafish_EnSpm-N49_DR#DNA/CACTA,918,37,19,0,0,1.0,Reverse
Drer_807606,Zebrafish_EnSpm-N49_DR#DNA/CACTA,918,37,26,0,0,1.0,Reverse
Drer_807611,Zebrafish_EnSpm-N49_DR#DNA/CACTA,918,37,26,0,0,1.0,Reverse
Drer_1389917,Zebrafish_EnSpm-N49_DR#DNA/CACTA,918,37,20,0,0,1.0,Reverse
Drer_1425783,Zebrafish_EnSpm-N49_DR#DNA/CACTA,918,37,27,0,0,1.0,Reverse
Drer_1425788,Zebrafish_EnSpm-N49_DR#DNA/CACTA,918,37,27,0,0,1.0,Reverse
Drer_1568988,Zebrafish_EnSpm-N49_DR#DNA/CACTA,918,37,21,0,0,1.0,Reverse
Drer_1568995,Zebrafish_EnSpm-N49_DR#DNA/CACTA,918,37,21,0,0,1.0,Reverse
Drer_1575452,Zebrafish_EnSpm-N49_DR#DNA/CACTA,918,37,28,0,0,1.0,Reverse
Drer_1575458,Zebrafish_EnSpm-N49_DR#DNA/CACTA,918,37,28,0,0,1.0,Reverse
Drer_1770671,Zebrafish_EnSpm-N49_DR#DNA/CACTA,918,37,28,0,0,1.0,Reverse
Drer_395756,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,26,0,0,1.0,Forward
Drer_395758,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,17,0,0,1.0,Forward
Drer_395759,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,18,0,0,1.0,Forward
Drer_395760,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,20,0,0,1.0,Forward
Drer_395761,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,21,0,0,1.0,Forward
Drer_395762,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,22,0,0,1.0,Forward
Drer_395763,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,23,0,0,1.0,Forward
Drer_395764,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,24,0,0,1.0,Forward
Drer_395765,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,25,0,0,1.0,Forward
Drer_395766,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,27,0,0,1.0,Forward
Drer_395767,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,34,0,0,1.0,Forward
Drer_532591,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,22,0,0,1.0,Reverse
Drer_1389908,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,19,0,0,1.0,Reverse
Drer_1425782,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,26,0,0,1.0,Reverse
Drer_1568987,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,20,0,0,1.0,Reverse
Drer_1575451,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,27,0,0,1.0,Reverse
Drer_1575457,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,27,0,0,1.0,Reverse
Drer_1598179,Zebrafish_EnSpm-N49_DR#DNA/CACTA,919,37,21,0,0,1.0,Reverse
Drer_1120537,Zebrafish_EnSpm-N49_DR#DNA/CACTA,920,37,25,0,0,1.0,Forward
Drer_1120538,Zebrafish_EnSpm-N49_DR#DNA/CACTA,920,37,26,0,0,1.0,Forward
Drer_532585,Zebrafish_EnSpm-N49_DR#DNA/CACTA,920,37,21,0,0,1.0,Reverse
Drer_532590,Zebrafish_EnSpm-N49_DR#DNA/CACTA,920,37,21,0,0,1.0,Reverse
Drer_1389907,Zebrafish_EnSpm-N49_DR#DNA/CACTA,920,37,18,0,0,1.0,Reverse
Drer_1425781,Zebrafish_EnSpm-N49_DR#DNA/CACTA,920,37,25,0,0,1.0,Reverse
Drer_1425787,Zebrafish_EnSpm-N49_DR#DNA/CACTA,920,37,25,0,0,1.0,Reverse
Drer_1575450,Zebrafish_EnSpm-N49_DR#DNA/CACTA,920,37,26,0,0,1.0,Reverse
Drer_1575456,Zebrafish_EnSpm-N49_DR#DNA/CACTA,920,37,26,0,0,1.0,Reverse
Drer_1598178,Zebrafish_EnSpm-N49_DR#DNA/CACTA,920,37,20,0,0,1.0,Reverse
Drer_1711994,Zebrafish_EnSpm-N49_DR#DNA/CACTA,920,37,31,0,0,1.0,Reverse
Drer_193878,Zebrafish_EnSpm-N49_DR#DNA/CACTA,921,37,32,0,0,1.0,Reverse
Drer_532584,Zebrafish_EnSpm-N49_DR#DNA/CACTA,921,37,20,0,0,1.0,Reverse
Drer_569785,Zebrafish_EnSpm-N49_DR#DNA/CACTA,921,37,31,0,0,1.0,Reverse
Drer_807605,Zebrafish_EnSpm-N49_DR#DNA/CACTA,921,37,23,0,0,1.0,Reverse
Drer_1057889,Zebrafish_EnSpm-N49_DR#DNA/CACTA,921,37,23,0,0,1.0,Reverse
Drer_1389906,Zebrafish_EnSpm-N49_DR#DNA/CACTA,921,37,17,0,0,1.0,Reverse
Drer_1425780,Zebrafish_EnSpm-N49_DR#DNA/CACTA,921,37,24,0,0,1.0,Reverse
Drer_1575449,Zebrafish_EnSpm-N49_DR#DNA/CACTA,921,37,25,0,0,1.0,Reverse
Drer_1711993,Zebrafish_EnSpm-N49_DR#DNA/CACTA,921,37,30,0,0,1.0,Reverse
Drer_569784,Zebrafish_EnSpm-N49_DR#DNA/CACTA,922,37,30,0,0,1.0,Reverse
Drer_1057888,Zebrafish_EnSpm-N49_DR#DNA/CACTA,922,37,22,0,0,1.0,Reverse
Drer_1389905,Zebrafish_EnSpm-N49_DR#DNA/CACTA,922,37,16,0,0,1.0,Reverse
Drer_1598177,Zebrafish_EnSpm-N49_DR#DNA/CACTA,922,37,18,0,0,1.0,Reverse
Drer_1711992,Zebrafish_EnSpm-N49_DR#DNA/CACTA,922,37,29,0,0,1.0,Reverse
Drer_193877,Zebrafish_EnSpm-N49_DR#DNA/CACTA,923,37,30,0,0,1.0,Reverse
Drer_569783,Zebrafish_EnSpm-N49_DR#DNA/CACTA,923,37,29,0,0,1.0,Reverse
Drer_1057887,Zebrafish_EnSpm-N49_DR#DNA/CACTA,923,37,21,0,0,1.0,Reverse
Drer_1425779,Zebrafish_EnSpm-N49_DR#DNA/CACTA,923,37,22,0,0,1.0,Reverse
Drer_1425792,Zebrafish_EnSpm-N49_DR#DNA/CACTA,923,37,22,0,0,1.0,Reverse
Drer_1505652,Zebrafish_EnSpm-N49_DR#DNA/CACTA,923,37,22,0,0,1.0,Reverse
Drer_1568986,Zebrafish_EnSpm-N49_DR#DNA/CACTA,923,37,16,0,0,1.0,Reverse
Drer_1575448,Zebrafish_EnSpm-N49_DR#DNA/CACTA,923,37,23,0,0,1.0,Reverse
Drer_1711986,Zebrafish_EnSpm-N49_DR#DNA/CACTA,923,37,28,0,0,1.0,Reverse
Drer_1711991,Zebrafish_EnSpm-N49_DR#DNA/CACTA,923,37,28,0,0,1.0,Reverse
Drer_1711996,Zebrafish_EnSpm-N49_DR#DNA/CACTA,923,37,28,0,0,1.0,Reverse
Drer_1836334,Zebrafish_EnSpm-N49_DR#DNA/CACTA,923,37,32,0,0,1.0,Reverse
Drer_193876,Zebrafish_EnSpm-N49_DR#DNA/CACTA,924,37,29,0,0,1.0,Reverse
Drer_569782,Zebrafish_EnSpm-N49_DR#DNA/CACTA,924,37,28,0,0,1.0,Reverse
Drer_807604,Zebrafish_EnSpm-N49_DR#DNA/CACTA,924,37,20,0,0,1.0,Reverse
Drer_807616,Zebrafish_EnSpm-N49_DR#DNA/CACTA,924,37,20,0,0,1.0,Reverse
Drer_1057886,Zebrafish_EnSpm-N49_DR#DNA/CACTA,924,37,20,0,0,1.0,Reverse
Drer_1575447,Zebrafish_EnSpm-N49_DR#DNA/CACTA,924,37,22,0,0,1.0,Reverse
Drer_1610399,Zebrafish_EnSpm-N49_DR#DNA/CACTA,924,37,33,0,0,1.0,Reverse
Drer_1711985,Zebrafish_EnSpm-N49_DR#DNA/CACTA,924,37,27,0,0,1.0,Reverse
Drer_1711990,Zebrafish_EnSpm-N49_DR#DNA/CACTA,924,37,27,0,0,1.0,Reverse
Drer_1711995,Zebrafish_EnSpm-N49_DR#DNA/CACTA,924,37,27,0,0,1.0,Reverse
Drer_193875,Zebrafish_EnSpm-N49_DR#DNA/CACTA,925,37,28,0,0,1.0,Reverse
Drer_569777,Zebrafish_EnSpm-N49_DR#DNA/CACTA,925,37,27,0,0,1.0,Reverse
Drer_569781,Zebrafish_EnSpm-N49_DR#DNA/CACTA,925,37,27,0,0,1.0,Reverse
Drer_1505651,Zebrafish_EnSpm-N49_DR#DNA/CACTA,925,37,20,0,0,1.0,Reverse
Drer_1575446,Zebrafish_EnSpm-N49_DR#DNA/CACTA,925,37,21,0,0,1.0,Reverse
Drer_1711989,Zebrafish_EnSpm-N49_DR#DNA/CACTA,925,37,26,0,0,1.0,Reverse
Drer_1754088,Zebrafish_EnSpm-N49_DR#DNA/CACTA,925,37,30,0,0,1.0,Reverse
Drer_1836329,Zebrafish_EnSpm-N49_DR#DNA/CACTA,925,37,30,0,0,1.0,Reverse
Drer_1836333,Zebrafish_EnSpm-N49_DR#DNA/CACTA,925,37,30,0,0,1.0,Reverse
Drer_1849142,Zebrafish_EnSpm-N49_DR#DNA/CACTA,926,37,28,0,0,1.0,Forward
Drer_193874,Zebrafish_EnSpm-N49_DR#DNA/CACTA,926,37,27,0,0,1.0,Reverse
Drer_569780,Zebrafish_EnSpm-N49_DR#DNA/CACTA,926,37,26,0,0,1.0,Reverse
Drer_569786,Zebrafish_EnSpm-N49_DR#DNA/CACTA,926,37,26,0,0,1.0,Reverse
Drer_807603,Zebrafish_EnSpm-N49_DR#DNA/CACTA,926,37,18,0,0,1.0,Reverse
Drer_1057885,Zebrafish_EnSpm-N49_DR#DNA/CACTA,926,37,18,0,0,1.0,Reverse
Drer_1505650,Zebrafish_EnSpm-N49_DR#DNA/CACTA,926,37,19,0,0,1.0,Reverse
Drer_1575445,Zebrafish_EnSpm-N49_DR#DNA/CACTA,926,37,20,0,0,1.0,Reverse
Drer_1711988,Zebrafish_EnSpm-N49_DR#DNA/CACTA,926,37,25,0,0,1.0,Reverse
Drer_1754087,Zebrafish_EnSpm-N49_DR#DNA/CACTA,926,37,29,0,0,1.0,Reverse
Drer_1770670,Zebrafish_EnSpm-N49_DR#DNA/CACTA,926,37,20,0,0,1.0,Reverse
Drer_1836328,Zebrafish_EnSpm-N49_DR#DNA/CACTA,926,37,29,0,0,1.0,Reverse
Drer_1836332,Zebrafish_EnSpm-N49_DR#DNA/CACTA,926,37,29,0,0,1.0,Reverse
Drer_193873,Zebrafish_EnSpm-N49_DR#DNA/CACTA,927,37,26,0,0,1.0,Reverse
Drer_569776,Zebrafish_EnSpm-N49_DR#DNA/CACTA,927,37,25,0,0,1.0,Reverse
Drer_569779,Zebrafish_EnSpm-N49_DR#DNA/CACTA,927,37,25,0,0,1.0,Reverse
Drer_807602,Zebrafish_EnSpm-N49_DR#DNA/CACTA,927,37,17,0,0,1.0,Reverse
Drer_1425778,Zebrafish_EnSpm-N49_DR#DNA/CACTA,927,37,18,0,0,1.0,Reverse
Drer_1575444,Zebrafish_EnSpm-N49_DR#DNA/CACTA,927,37,19,0,0,1.0,Reverse
Drer_1610398,Zebrafish_EnSpm-N49_DR#DNA/CACTA,927,37,30,0,0,1.0,Reverse
Drer_1711987,Zebrafish_EnSpm-N49_DR#DNA/CACTA,927,37,24,0,0,1.0,Reverse
Drer_1754086,Zebrafish_EnSpm-N49_DR#DNA/CACTA,927,37,28,0,0,1.0,Reverse
Drer_1797228,Zebrafish_EnSpm-N49_DR#DNA/CACTA,927,37,32,0,0,1.0,Reverse
Drer_1836327,Zebrafish_EnSpm-N49_DR#DNA/CACTA,927,37,28,0,0,1.0,Reverse
Drer_1836331,Zebrafish_EnSpm-N49_DR#DNA/CACTA,927,37,28,0,0,1.0,Reverse
Drer_193872,Zebrafish_EnSpm-N49_DR#DNA/CACTA,928,37,25,0,0,1.0,Reverse
Drer_569778,Zebrafish_EnSpm-N49_DR#DNA/CACTA,928,37,24,0,0,1.0,Reverse
Drer_807599,Zebrafish_EnSpm-N49_DR#DNA/CACTA,928,37,16,0,0,1.0,Reverse
Drer_807601,Zebrafish_EnSpm-N49_DR#DNA/CACTA,928,37,16,0,0,1.0,Reverse
Drer_1057884,Zebrafish_EnSpm-N49_DR#DNA/CACTA,928,37,16,0,0,1.0,Reverse
Drer_1425777,Zebrafish_EnSpm-N49_DR#DNA/CACTA,928,37,17,0,0,1.0,Reverse
Drer_1575443,Zebrafish_EnSpm-N49_DR#DNA/CACTA,928,37,18,0,0,1.0,Reverse
Drer_1711984,Zebrafish_EnSpm-N49_DR#DNA/CACTA,928,37,23,0,0,1.0,Reverse
Drer_1754085,Zebrafish_EnSpm-N49_DR#DNA/CACTA,928,37,27,0,0,1.0,Reverse
Drer_1797046,Zebrafish_EnSpm-N49_DR#DNA/CACTA,928,37,31,0,0,1.0,Reverse
Drer_1797227,Zebrafish_EnSpm-N49_DR#DNA/CACTA,928,37,31,0,0,1.0,Reverse
Drer_1836326,Zebrafish_EnSpm-N49_DR#DNA/CACTA,928,37,27,0,0,1.0,Reverse
Drer_1836330,Zebrafish_EnSpm-N49_DR#DNA/CACTA,928,37,27,0,0,1.0,Reverse
Drer_193871,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,24,0,0,1.0,Reverse
Drer_569766,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,23,0,0,1.0,Reverse
Drer_569775,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,23,0,0,1.0,Reverse
Drer_785664,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,32,0,0,1.0,Reverse
Drer_1425776,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,16,0,0,1.0,Reverse
Drer_1575442,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,17,0,0,1.0,Reverse
Drer_1610397,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,28,0,0,1.0,Reverse
Drer_1613285,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,28,0,0,1.0,Reverse
Drer_1635330,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,27,0,0,1.0,Reverse
Drer_1711976,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,22,0,0,1.0,Reverse
Drer_1711983,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,22,0,0,1.0,Reverse
Drer_1754084,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,26,0,0,1.0,Reverse
Drer_1797045,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,30,0,0,1.0,Reverse
Drer_1797226,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,30,0,0,1.0,Reverse
Drer_1836325,Zebrafish_EnSpm-N49_DR#DNA/CACTA,929,37,26,0,0,1.0,Reverse
Drer_193870,Zebrafish_EnSpm-N49_DR#DNA/CACTA,930,37,23,0,0,1.0,Reverse
Drer_569774,Zebrafish_EnSpm-N49_DR#DNA/CACTA,930,37,22,0,0,1.0,Reverse
Drer_1711982,Zebrafish_EnSpm-N49_DR#DNA/CACTA,930,37,21,0,0,1.0,Reverse
Drer_1754083,Zebrafish_EnSpm-N49_DR#DNA/CACTA,930,37,25,0,0,1.0,Reverse
Drer_1836324,Zebrafish_EnSpm-N49_DR#DNA/CACTA,930,37,25,0,0,1.0,Reverse
Drer_193869,Zebrafish_EnSpm-N49_DR#DNA/CACTA,931,37,22,0,0,1.0,Reverse
Drer_569773,Zebrafish_EnSpm-N49_DR#DNA/CACTA,931,37,21,0,0,1.0,Reverse
Drer_785663,Zebrafish_EnSpm-N49_DR#DNA/CACTA,931,37,30,0,0,1.0,Reverse
Drer_1613284,Zebrafish_EnSpm-N49_DR#DNA/CACTA,931,37,26,0,0,1.0,Reverse
Drer_1635329,Zebrafish_EnSpm-N49_DR#DNA/CACTA,931,37,25,0,0,1.0,Reverse
Drer_1650016,Zebrafish_EnSpm-N49_DR#DNA/CACTA,931,37,25,0,0,1.0,Reverse
Drer_1709353,Zebrafish_EnSpm-N49_DR#DNA/CACTA,931,37,30,0,0,1.0,Reverse
Drer_1711981,Zebrafish_EnSpm-N49_DR#DNA/CACTA,931,37,20,0,0,1.0,Reverse
Drer_1754082,Zebrafish_EnSpm-N49_DR#DNA/CACTA,931,37,24,0,0,1.0,Reverse
Drer_1797044,Zebrafish_EnSpm-N49_DR#DNA/CACTA,931,37,28,0,0,1.0,Reverse
Drer_1797225,Zebrafish_EnSpm-N49_DR#DNA/CACTA,931,37,28,0,0,1.0,Reverse
Drer_1836323,Zebrafish_EnSpm-N49_DR#DNA/CACTA,931,37,24,0,0,1.0,Reverse
Drer_569772,Zebrafish_EnSpm-N49_DR#DNA/CACTA,932,37,20,0,0,1.0,Reverse
Drer_1613283,Zebrafish_EnSpm-N49_DR#DNA/CACTA,932,37,25,0,0,1.0,Reverse
Drer_1650015,Zebrafish_EnSpm-N49_DR#DNA/CACTA,932,37,24,0,0,1.0,Reverse
